,Unnamed: 0,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound
Fwd Packet Length Min,-0.356628273839935,-0.5200594919993758,0.10923593582468366,0.5572650127415606,-0.20671399441814747,-0.03147956086596079,-0.05815535058841782,-0.03362228556992327,-0.013799187167960556,0.9744027376055844,1.0,0.9965989026024696,-0.1524480230416057,-0.07940123923642259,-0.14106904381362292,-0.1189069085942267,-0.09781521839679665,0.8208744366940145,0.28622680265373407,-0.20828424142146063,-0.21827120951310158,-0.20811251777213718,-0.006915634651292873,-0.205168741804717,-0.21184533571257602,-0.21462840634883193,-0.20538861520364393,-0.006554973390185697,-0.09723724974302181,-0.08208563398386544,-0.08609072532478344,-0.09315246309039586,-0.10821280014339127,-0.101676969742273,,,,0.015657695631892895,0.02107132235522784,0.2968544762616534,-0.042639604009080415,0.9998639620403393,0.7939089995734734,0.9930667564384794,-0.13505449465807834,-0.027282607797022636,,-0.02455096391721743,-0.101676969742273,,-0.4826745140803283,-0.21945129311666528,-0.15902856231130139,,-0.24719578941765757,0.9947799605156282,0.9965989026024696,-0.1189069085942268,0.015657695631892895,,,,,,,-0.03147956086596079,-0.03362228556992329,-0.05815535058841782,-0.013799187167960556,-0.2721151308478036,-0.08996917188082075,-0.0929033913406072,-0.14372578241079695,-0.03702959073074164,-0.031707345516866894,-0.040618642342884814,-0.029405997464782722,-0.1960145326030811,-0.15354599217521078,-0.2011927296448122,-0.17678153853506606,0.27617376132412735
Fwd Packet Length Mean,-0.370293762112276,-0.5288508753539872,0.10655809785247206,0.5642153342658919,-0.2084643333698136,-0.026258910221258567,-0.05214602447186257,-0.012725288590778578,-0.013083495481843834,0.9844899960446251,0.9965989026024696,1.0,-0.09700630274918526,-0.06540938635649468,-0.14540879115128963,-0.10392164669015674,-0.07762229890454247,0.8152685100713143,0.26764741279895143,-0.21348514916477893,-0.22155208401269802,-0.20825391108339159,-0.007045160526245367,-0.20703342663676874,-0.21644226915019849,-0.217144131160603,-0.20580362713906533,-0.006670938102355572,-0.08896107501758783,-0.08226489700182323,-0.08489596275366791,-0.08888455029445771,-0.11013737748726585,-0.09822397536448735,,,,0.0089048022359589,0.021754696063569532,0.2794332470705127,-0.043957786158231295,0.996390433600788,0.8062163005916692,0.9966525471713226,-0.10223858985309883,-0.02138238108948239,,-0.02531451058547143,-0.09822397536448735,,-0.4889238824293171,-0.22128402710566494,-0.16381096597304673,,-0.25105994529481024,0.995344059332265,1.0,-0.1039216466901568,0.0089048022359589,,,,,,,-0.026258910221258567,-0.01272528859077856,-0.05214602447186258,-0.013083495481843841,-0.26158940875530984,-0.08758354160270049,-0.0722392190806152,-0.14525429646788163,-0.034432859595347004,-0.028594963179758667,-0.03721528350330804,-0.027761247802966516,-0.19513850832978125,-0.15681956022490673,-0.20187382762669312,-0.17449059979519732,0.27282160561311963
Fwd Packet Length Std,-0.06645524750474813,0.12300249914744328,-0.12085504696302284,-0.12073293332943172,0.08042631943646554,0.01051015438077577,0.19143007980959803,0.017905356264528105,0.038184558122306984,0.06194446598286335,-0.1524480230416057,-0.09700630274918526,1.0,0.3921538523887997,-0.026024101491154025,0.4265066256409226,0.5413803885683944,-0.14292873350453505,-0.2113205129614095,-0.009705240768499126,0.042933863840260406,0.11518968749127165,0.0014187733820029077,0.07724970147057013,0.008558167098905767,0.061350637379740544,0.10827711426216872,0.0015336986230213992,0.2790850658827059,0.04429005384048199,0.08052990008733833,0.1636399987790337,0.011384645462062777,0.0878396624531568,,,,0.00030585528097938435,0.0044257104934897,-0.20136640802103128,-0.008202065751809904,-0.15323499885565403,0.16665162887838605,-0.08614123061051425,0.6664508247319307,0.15037872342011202,,-0.004835856621616982,0.0878396624531568,,0.11443278489820077,0.03974796048238049,-0.028250353804893828,,0.04293637827024983,-0.10831822069156692,-0.09700630274918529,0.42650662564092257,0.00030585528097938435,,,,,,,0.010510154380775768,0.017905356264528098,0.19143007980959803,0.038184558122306984,0.3899191300714776,0.10420899954615977,0.021700118340669237,0.02713551444735087,0.07779297746017569,0.08603718525933046,0.0949240228737144,0.05178297305958627,0.13710820799035675,0.0038473447118108424,0.10014452833885062,0.16251050036473574,-0.21959042408265744
Bwd Packet Length Max,-0.03861652546377045,0.09460022610482419,-0.11858900168288249,-0.12413499044568306,0.0907973291898429,0.01654048925825719,0.7907987202096962,-0.011247907675002796,0.7316443336175003,0.017868646576262966,-0.07940123923642259,-0.06540938635649468,0.3921538523887997,1.0,0.04481151487492465,0.805951137382306,0.901580655896437,-0.059644750939638884,-0.0916098341443641,0.006013399250686216,0.058153407899474,0.15601673343032288,-0.0010578451902237506,0.08888868835071807,0.021857239680375045,0.07968490089455108,0.15264415180109808,-0.0010290449705146084,0.233213515608025,0.04109553224862082,0.07893164346606277,0.1610615643235814,0.02295162938021013,0.001231998065123837,,,,0.004924265211480154,-0.002959660850730914,-0.08732680024093858,-0.0022340658131871586,-0.07947126098226932,0.5344493173984868,-0.0008956853678939113,0.8853223191462993,0.8086426346035629,,-0.0016811466876549591,0.001231998065123837,,0.13951986676346234,-0.0031206216684114235,-0.0012515202978035755,,0.14809234082771397,-0.02402808639924024,-0.06540938635649467,0.8059511373823061,0.004924265211480154,,,,,,,0.016540489258257192,-0.011247907675002803,0.7907987202096962,0.7316443336175003,0.3496497264815186,0.04720669906415004,-0.0027746518155959683,0.013729461739692231,0.05040688250327615,0.04448678711777808,0.048008726719905456,0.03589549181544439,0.15349546876503914,0.006179783198782139,0.11493966920477292,0.18073748851461596,-0.232018157789445
Bwd Packet Length Min,-0.018425686478103526,0.19752176174985064,-0.2247642169855857,0.06729048603121894,-0.02745602735799554,-0.011497100930174683,0.019308883739661196,-0.050720971134738675,0.001057904813649297,-0.14818345628916027,-0.14106904381362292,-0.14540879115128963,-0.026024101491154025,0.04481151487492465,1.0,0.24886956330727644,-0.0035205594929929728,-0.1127740991069975,-0.17321945309477096,-0.025909349609095886,-0.022153926640394304,-0.02089257679162294,-0.00199938694305949,-0.02743298250173334,-0.025379028961768007,-0.021260107193487275,-0.02109219357766149,-0.001944540075058354,-0.011662855561692694,-0.007269178133059788,-0.00785026635716156,-0.009496998456242434,0.1481165934640785,0.03735374408434116,,,,0.008861875790567783,-0.0909784755302825,-0.16509950334527546,-0.005229427561873642,-0.14104034770728127,-0.10506215850431724,-0.13311334010584447,0.0769270105763769,0.002788328933973458,,-0.002108261654872849,0.03735374408434116,,-0.07229168675704595,0.00028011801980393013,-0.014457338567035367,,0.3413735425317953,-0.13041036887330287,-0.14540879115128963,0.2488695633072765,0.008861875790567783,,,,,,,-0.011497100930174683,-0.05072097113473864,0.019308883739661196,0.001057904813649297,-0.037933537067118404,-0.007982490258704277,-0.041169987530572744,0.014634110496688944,-0.005102434651325503,-0.0048870797840966495,-0.005877426274887228,-0.0038279162444847027,-0.01656261593336295,-0.022767441493360636,-0.02049921742278135,-0.011367864458402047,-0.5151419074866993
Bwd Packet Length Mean,-0.04895104546631923,0.14638401920873448,-0.18041431235620312,-0.12984822219679806,0.066238126054272,0.011851780146213759,0.6095757325219273,-0.02488647314412247,0.49693759175825275,-0.01857569910978852,-0.1189069085942267,-0.10392164669015674,0.4265066256409226,0.805951137382306,0.24886956330727644,1.0,0.897029066414751,-0.09068031272419755,-0.13925175057818445,-0.004345916386615445,0.044029417231773164,0.1360926001702165,-0.001608296970253808,0.06242993166136764,0.007585590509800757,0.06010756404417774,0.1280946491769368,-0.0015643961527025956,0.18913773927342492,0.029663960817714892,0.06341578013037556,0.1452349125333348,0.0586375920174649,0.014406359514847351,,,,0.007400006702922359,-0.02114081511716553,-0.13276534884220323,-0.0022618669311874288,-0.1190396235316597,0.38141869202965495,-0.031092337689634122,0.9029995475249436,0.5965237534515284,,-0.0019386327251592035,0.014406359514847351,,0.13914995655622525,0.010343769850884426,0.010878559166719256,,0.2363317255035166,-0.055407233667408184,-0.10392164669015674,1.0000000000000002,0.007400006702922359,,,,,,,0.011851780146213756,-0.024886473144122487,0.6095757325219273,0.49693759175825275,0.39907680856128364,0.0444527429046546,-0.014884084624284663,0.01866898637813153,0.05024773110632444,0.03920999124587501,0.04294634266842078,0.037211479941857174,0.13257058949539988,-0.0031034292636198794,0.09583097518951308,0.15946463805897515,-0.3526331439813016
Bwd Packet Length Std,-0.051744724800985395,0.11282331165914745,-0.14517884505204437,-0.17262861372260954,0.09814318984375271,0.01437914300873824,0.6340433344146185,-0.013805015446865342,0.5384646590456483,0.02928608690003154,-0.09781521839679665,-0.07762229890454247,0.5413803885683944,0.901580655896437,-0.0035205594929929728,0.897029066414751,1.0,-0.07306502654565351,-0.11218636268444107,0.007800175529449729,0.06890725927905555,0.16829280357580131,-0.0012960717294075318,0.09403970631392095,0.025332507045319853,0.08937727962247669,0.159738354676999,-0.0012608052846315187,0.2630224171532167,0.049627372744659254,0.0923866788380859,0.18524079340183966,0.024194752439794517,0.0019077628082112294,,,,0.00606372987295453,0.0021851249321380548,-0.10697599953366083,-0.001100208460817858,-0.09799481991995103,0.46064473933593864,-0.01526897057956648,0.9488043556197707,0.6622340018349182,,-0.001912863325382729,0.0019077628082112294,,0.1914195516459988,0.00020858030061006092,0.00284021845459051,,0.12929905037252423,-0.038658650137778916,-0.07762229890454247,0.8970290664147513,0.00606372987295453,,,,,,,0.014379143008738245,-0.013805015446865347,0.6340433344146186,0.5384646590456482,0.481168585467207,0.060251201056727655,-0.004056040684436707,0.017592361314242463,0.062308658834960784,0.05082250632187542,0.056842369453270813,0.04609740033451931,0.17126825441096385,0.0028045666876035094,0.1268504059717992,0.20301271272332613,-0.255176382135866
Flow Bytes/s,-0.25259745806702916,-0.3826555397519342,0.08358360593082173,0.40571250629046973,-0.1550895650741493,-0.056989047489323215,-0.04364357974480284,-0.15374807086148834,-0.010294061569612408,0.7966039443689678,0.8208744366940145,0.8152685100713143,-0.14292873350453505,-0.059644750939638884,-0.1127740991069975,-0.09068031272419755,-0.07306502654565351,1.0,0.5897854888457367,-0.15836143231055222,-0.16504516965222563,-0.15713284281939446,-0.00995616415095738,-0.1539326829701704,-0.16073271523199176,-0.16217780961204847,-0.1550972786976162,-0.009685976816585532,-0.07254848667858693,-0.061255471935514366,-0.06424429375247083,-0.06951011415599007,-0.0824291228562602,-0.07312840684565636,,,,0.03641508255194203,0.01676007419309728,0.5959799717437506,-0.031687091021928376,0.8209732650853121,0.6511451386029259,0.8131578533252083,-0.11667868334801323,-0.020557399086495693,,-0.018038519643053787,-0.07312840684565636,,-0.34983275396236546,-0.16226783447939586,-0.11926419008967368,,-0.18855655026184348,0.8295408566250039,0.8152685100713143,-0.09068031272419755,0.03641508255194203,,,,,,,-0.056989047489323215,-0.15374807086148834,-0.04364357974480283,-0.010294061569612411,-0.19890913068555402,-0.06765328667133284,-0.2021544256498492,-0.11800226283038356,-0.02980080391118312,-0.024341303446427282,-0.03178145827942746,-0.023930829136649793,-0.14749015420474465,-0.11466418638572391,-0.15107304834966442,-0.13333741904176227,0.21231738323765495
Flow Packets/s,0.035439910326018426,-0.07595648482784875,0.11924427921426478,0.13576987503805538,-0.23825999919401555,-0.08668364732615676,-0.06680206365663523,-0.2940333377778675,-0.015818582121070877,0.24185908655368232,0.28622680265373407,0.26764741279895143,-0.2113205129614095,-0.0916098341443641,-0.17321945309477096,-0.13925175057818445,-0.11218636268444107,0.5897854888457367,1.0,-0.24328670342767852,-0.2535546365388759,-0.24139912602157038,-0.015295781106008337,-0.2364827250861804,-0.24692971123806676,-0.2491496597170996,-0.23827198072269523,-0.014880736461450298,-0.11145435823485432,-0.09410525172933312,-0.09869690530123146,-0.10678664976309407,-0.12536901689383623,-0.04607665499144072,,,,0.061321857296787144,0.02574434619511918,0.982618477799476,-0.013437300060078912,0.28640040940949824,0.1689810866791667,0.2627853206705792,-0.17546056263448415,-0.03139571395532321,,-0.0059068938935907065,-0.04607665499144072,,-0.043294924881036354,-0.180413668224267,-0.1661723190773477,,-0.2839779300535018,0.30033993146947036,0.2676474127989514,-0.1392517505781845,0.061321857296787144,,,,,,,-0.08668364732615676,-0.29403333777786744,-0.06680206365663521,-0.015818582121070884,-0.1333440326811985,-0.10299911906274078,-0.3121810301740562,-0.0401423127873157,-0.04578181126985383,-0.03739385735507073,-0.04882411288125291,-0.03676421405511355,-0.22658547739558116,-0.1761557763580234,-0.232089796910986,-0.20484297244680927,0.280855897732866
Flow IAT Mean,0.33797894446823046,0.10230377032865297,-0.012628816224453167,-0.36865003444788985,0.8889907262348377,-0.00278683840260361,0.019229124177869893,-0.07044676579834047,-0.001719328520593792,-0.21161276412466415,-0.20828424142146063,-0.21348514916477893,-0.009705240768499126,0.006013399250686216,-0.025909349609095886,-0.004345916386615445,0.007800175529449729,-0.15836143231055222,-0.24328670342767852,1.0,0.9413674367084048,0.8665761765434061,0.212039985763912,0.8882622777816163,0.9848708968015331,0.9101617314092948,0.8662688034599865,0.21207318274612538,0.19523513634879,0.2622362027890551,0.26091217304404507,0.23943958936155688,0.07540562208354727,0.01889014426218862,,,,0.013062094727777576,0.004576501417648211,-0.23184719642626225,-0.009007825791087826,-0.20825311182659612,-0.1771102725503202,-0.2141050470463751,-0.005046969972497078,-0.0011057872206757702,,-0.004626444225416803,0.01889014426218862,,0.39675485373889846,-0.005847709021171103,-0.018369729855509276,,-0.030205333709794745,-0.20474577525649107,-0.21348514916477893,-0.0043459163866154445,0.013062094727777576,,,,,,,-0.0027868384026036117,-0.07044676579834049,0.019229124177869893,-0.0017193285205937925,0.1519589162806938,0.019494301948905297,-0.059777815490032526,0.03641487300205252,0.06708299739748969,0.08883557191363631,0.09369085687761493,0.04246305843821875,0.7808930489648898,0.793572057793109,0.8610619768770045,0.6452884397234652,-0.0086556511514522
Flow IAT Std,0.30448498591724776,0.11942324636043158,-0.03808336826498811,-0.38709286493177086,0.8826916639593521,-0.001927402606550489,0.051262993548322665,-0.07053840803950337,0.004968977850597625,-0.20801909220692177,-0.21827120951310158,-0.22155208401269802,0.042933863840260406,0.058153407899474,-0.022153926640394304,0.044029417231773164,0.06890725927905555,-0.16504516965222563,-0.2535546365388759,0.9413674367084048,1.0,0.9501957959725034,0.0003220313326459604,0.8807435095009278,0.957737083738001,0.9903676066150965,0.9477388643570918,0.00044023500096414714,0.32848815431650674,0.3266037351809172,0.34806357752745554,0.3638816728389565,0.08036325793031986,0.04917583504595422,,,,0.013327873456788746,0.00474922706602162,-0.2416323588231227,-0.009387601835727614,-0.21824485809053268,-0.15298890744523375,-0.21984327688604882,0.05234768511305436,0.01216028545852577,,-0.004669679496652751,0.04917583504595422,,0.4043506211651565,0.007510387842630049,-0.032202794890993876,,-0.01670871168504744,-0.2115532723840157,-0.22155208401269802,0.04402941723177318,0.013327873456788746,,,,,,,-0.001927402606550489,-0.07053840803950337,0.051262993548322644,0.0049689778505976265,0.20861957215471952,0.039864850286510135,-0.05762604863059223,0.03907399343293717,0.07525774698339842,0.10109690940316736,0.10178780541951621,0.04590851824938929,0.895068153779601,0.7861842189276491,0.9402989538225709,0.7887324541633131,-0.05069841861598868
Flow IAT Max,0.2815497004467641,0.12356045415740699,-0.0567145781529792,-0.36861660643910565,0.8879890653526336,0.005741007949346639,0.13846389274171694,-0.05881833123790668,0.04902131469265011,-0.17703291001318117,-0.20811251777213718,-0.20825391108339159,0.11518968749127165,0.15601673343032288,-0.02089257679162294,0.1360926001702165,0.16829280357580131,-0.15713284281939446,-0.24139912602157038,0.8665761765434061,0.9501957959725034,1.0,0.04772384529529144,0.8856007105600324,0.8971257362065939,0.9602323070824956,0.9967952361923382,0.04780430062273592,0.4681291857509769,0.35067578551105,0.40415526849608957,0.4899779763333525,0.07885166516143485,0.06717108477409975,,,,0.01087321509223253,0.004588094857065107,-0.2300484084799265,-0.008936845055281912,-0.2080878799536612,-0.08321604978927888,-0.20048949197616162,0.15284511607745047,0.060759238163258164,,-0.004596733891994153,0.06717108477409975,,0.3825675297483652,0.01600296401631428,-0.028538424946122968,,0.0022246204524212954,-0.19559962869453643,-0.20825391108339159,0.1360926001702165,0.01087321509223253,,,,,,,0.005741007949346638,-0.05881833123790669,0.13846389274171694,0.0490213146926501,0.24559806817974855,0.037000222693541904,-0.044475117642236356,0.036572685718595344,0.10834677128932503,0.1334065214020505,0.13024154803568105,0.06632891686935477,0.9437935601803624,0.7902514276790806,0.9812508742853678,0.8516435713110388,-0.09558816924219289
Flow IAT Min,-0.006872449821420692,-0.011635153364615363,-0.0017943327368103792,-0.014911694543941586,0.016458372966418396,-0.0009689419027248512,-0.0007326263439007683,-0.003958742935762524,-0.00018263917970724085,-0.007112534747907377,-0.006915634651292873,-0.007045160526245367,0.0014187733820029077,-0.0010578451902237506,-0.00199938694305949,-0.001608296970253808,-0.0012960717294075318,-0.00995616415095738,-0.015295781106008337,0.212039985763912,0.0003220313326459604,0.04772384529529144,1.0,0.01648624310649942,0.19136679306081328,0.0001566889663570381,0.04786569718735321,0.9996243723297471,-0.0012865177538283806,-0.001086290855440685,-0.0011392913888208004,-0.0012326670421504964,-0.0014609310314218306,0.03396779901038662,,,,0.0007249991275460764,0.00029717557915538934,-0.0145764532553292,-0.0005654697932711685,-0.006913846120604455,-0.006435183118271912,-0.007193636504111853,-0.0004028442179663309,-7.340796672362004e-05,,-0.00032472450716613085,0.03396779901038662,,-0.006376922202223186,0.04283681028192072,0.05944007416534279,,-0.0021119230854200143,-0.006810186089488323,-0.007045160526245368,-0.0016082969702538071,0.0007249991275460764,,,,,,,-0.0009689419027248518,-0.003958742935762524,-0.0007326263439007681,-0.00018263917970724072,-0.0012924635951749265,-0.0002457627475339888,-0.0035411407672736772,-0.0023535027431088908,0.041200234655800555,0.010697663474663456,0.027230762398485403,0.03882238791319606,0.003519634858206056,0.0012985738707916026,0.0029464585435357007,0.0037988226637110456,-0.0445323374516498
Fwd IAT Total,0.3477717960629247,0.11240872564993551,-0.03174858818423039,-0.36533979119595045,0.9994297508876178,0.019638239580023545,0.09504562541338217,-0.062022162082668884,0.02008855712761864,-0.1836672183153724,-0.205168741804717,-0.20703342663676874,0.07724970147057013,0.08888868835071807,-0.02743298250173334,0.06242993166136764,0.09403970631392095,-0.1539326829701704,-0.2364827250861804,0.8882622777816163,0.8807435095009278,0.8856007105600324,0.01648624310649942,1.0,0.9035119073068401,0.8705230664205161,0.8884846790465244,0.01656530621150342,0.44048380949164184,0.37390827330848597,0.39377109381923564,0.4209786995874432,0.08776272737418814,0.018898621854938073,,,,0.011983134887628937,0.004594931251361904,-0.22536313610105865,-0.008756852925164461,-0.20513428611129167,-0.12149454627919541,-0.20412003635251275,0.08247113847519341,0.026923882112959877,,-0.0047094736558704825,0.018898621854938073,,0.3921780153698274,-0.010322590556473882,-0.031547583175683486,,-0.02796269941494014,-0.19699308458182357,-0.20703342663676874,0.06242993166136768,0.011983134887628937,,,,,,,0.01963823958002354,-0.06202216208266888,0.09504562541338216,0.02008855712761864,0.18558439682013161,0.0052796711091436365,-0.048424028095763835,0.03620752895519052,0.08722813252546202,0.16154784233857802,0.15046877157448396,0.03703360169248187,0.818695602466099,0.7803343390267039,0.8921214458420332,0.686445231025047,-0.04875950872066849
Fwd IAT Mean,0.3308375781809344,0.10839072183105825,-0.021813581519965274,-0.37538980790605153,0.9032326462425776,-0.002408104368933238,0.03148388883935633,-0.07082461777449447,-0.0004099768398247312,-0.21034243828763544,-0.21184533571257602,-0.21644226915019849,0.008558167098905767,0.021857239680375045,-0.025379028961768007,0.007585590509800757,0.025332507045319853,-0.16073271523199176,-0.24692971123806676,0.9848708968015331,0.957737083738001,0.8971257362065939,0.19136679306081328,0.9035119073068401,1.0,0.9463411553253155,0.8999685588081485,0.1915138183807971,0.27957269242210425,0.33705670580124425,0.3393837110397536,0.32131272778667314,0.08441641905095855,0.02921411762364328,,,,0.013266696450413536,0.004797500321807652,-0.23531887862045636,-0.009144255211947028,-0.21181512607181704,-0.1698810664155979,-0.21655018155742636,0.012153515960591374,0.002455853456635508,,-0.004446108208607514,0.02921411762364328,,0.3964154377636709,0.0066632535271706345,-0.02168172050255015,,-0.035182934862730525,-0.2073854678460688,-0.21644226915019843,0.007585590509800751,0.013266696450413536,,,,,,,-0.002408104368933237,-0.07082461777449447,0.03148388883935633,-0.00040997683982473096,0.16767071831265057,0.017325248940919923,-0.05891715255420511,0.037165108776174204,0.06375904962832712,0.09367480892369286,0.09426595362753615,0.03678750553141601,0.8211927391971742,0.7903369725885484,0.8896322642950166,0.6929848562718159,-0.0237478367745197
Fwd IAT Std,0.28835402098103846,0.12067763184734297,-0.044474736512222265,-0.3811121302112845,0.8706660370977554,-0.0012519545649197234,0.06603799127371052,-0.0683999061946021,0.009876078329058995,-0.19900532407506236,-0.21462840634883193,-0.217144131160603,0.061350637379740544,0.07968490089455108,-0.021260107193487275,0.06010756404417774,0.08937727962247669,-0.16217780961204847,-0.2491496597170996,0.9101617314092948,0.9903676066150965,0.9602323070824956,0.0001566889663570381,0.8705230664205161,0.9463411553253155,1.0,0.9632982772063281,0.00023426099938180685,0.38152541546390956,0.3486135829314608,0.3789482636868757,0.40996750857670183,0.08080258657127534,0.05928567427621241,,,,0.013115027337199327,0.004840872577859658,-0.23743447668961096,-0.0092259456033926,-0.2146027985213313,-0.13611837403525126,-0.21447558876797335,0.07348244641421182,0.01919543763269748,,-0.004521886589433921,0.05928567427621241,,0.3928538375605199,0.015746501524969744,-0.033100926488040215,,-0.023859510792801717,-0.2068721558452378,-0.21714413116060294,0.06010756404417773,0.013115027337199327,,,,,,,-0.0012519545649197228,-0.06839990619460208,0.06603799127371052,0.009876078329058995,0.21356058492667646,0.030526972358805506,-0.054821259609723824,0.0384472676883984,0.07371630226992086,0.10512356348301222,0.10131146535442721,0.04178690995918649,0.9193095337933987,0.7610000989345712,0.9488032375864202,0.8266752612503007,-0.06398886902002072
Fwd IAT Max,0.2831849050790511,0.12079253939093192,-0.05267543769982137,-0.36411925875276285,0.8885596896234759,0.005940267866154272,0.13723559673733962,-0.05802189942866302,0.04900397196343109,-0.1753805196757683,-0.20538861520364393,-0.20580362713906533,0.10827711426216872,0.15264415180109808,-0.02109219357766149,0.1280946491769368,0.159738354676999,-0.1550972786976162,-0.23827198072269523,0.8662688034599865,0.9477388643570918,0.9967952361923382,0.04786569718735321,0.8884846790465244,0.8999685588081485,0.9632982772063281,1.0,0.04795768708640461,0.4638872821061773,0.34572697878529396,0.3985444317922098,0.48343394381029625,0.07782420150150167,0.06678460480986281,,,,0.010699876326218652,0.004629917636632823,-0.22706828100250398,-0.008822119119722905,-0.20536223552463917,-0.08289309788256294,-0.19834595181694478,0.14583754466417742,0.05957626158509303,,-0.004558636624408643,0.06678460480986281,,0.37799189308586834,0.015153350873031142,-0.029290066641055552,,-0.011885197735643028,-0.19338113034276877,-0.20580362713906533,0.12809464917693678,0.010699876326218652,,,,,,,0.005940267866154271,-0.05802189942866302,0.13723559673733962,0.049003971963431085,0.22897706940597834,0.020838387682682338,-0.043704802183622916,0.036092428704287964,0.10013069757887429,0.13164372727240423,0.12484274454261236,0.05794279438387206,0.9443557424718388,0.792382353215241,0.982427357997106,0.8515766092533678,-0.08958964481912517
Fwd IAT Min,-0.006620513086828609,-0.01224946940152313,-0.0010135801945712957,-0.014274463843222628,0.016534753080549674,-0.0009379532214762287,-0.0007265044303363056,-0.003835568850289198,-0.00017767967154215734,-0.006728804551362795,-0.006554973390185697,-0.006670938102355572,0.0015336986230213992,-0.0010290449705146084,-0.001944540075058354,-0.0015643961527025956,-0.0012608052846315187,-0.009685976816585532,-0.014880736461450298,0.21207318274612538,0.00044023500096414714,0.04780430062273592,0.9996243723297471,0.01656530621150342,0.1915138183807971,0.00023426099938180685,0.04795768708640461,1.0,-0.00125154817460822,-0.0010567776787271579,-0.0011083379101083973,-0.0011991707577446572,-0.001299036485173644,0.03394626842368053,,,,0.0007026006176801828,0.00028884995701150274,-0.014180906338272188,-0.0005509589713611487,-0.006552667749647478,-0.006099042008033556,-0.0068182037417738465,-0.00033358308402548306,-6.33188950673191e-05,,-0.00031593381560727796,0.03394626842368053,,-0.006203008901539849,0.041195195860057675,0.05717725428523563,,-0.0028589551674255806,-0.006453039674427323,-0.006670938102355567,-0.0015643961527025956,0.0007026006176801828,,,,,,,-0.0009379532214762281,-0.0038355688502892,-0.0007265044303363056,-0.00017767967154215723,-0.001747157066983968,-0.0006805730457046989,-0.0034320415486569812,-0.002417762371343534,0.041207629363734594,0.010707527111712248,0.027241432714683586,0.03882737116583167,0.003589625484412691,0.0013532071573319176,0.0030182515531025824,0.003862001457245422,-0.043042711175534015
Bwd IAT Total,0.04290641729335183,0.09125695895351811,-0.08731987946596059,-0.1722380874064843,0.4439068597147799,0.04846172861494647,0.20221084167418327,-0.01777099171358216,0.029858920845712993,-0.02119274045904016,-0.09723724974302181,-0.08896107501758783,0.2790850658827059,0.233213515608025,-0.011662855561692694,0.18913773927342492,0.2630224171532167,-0.07254848667858693,-0.11145435823485432,0.19523513634879,0.32848815431650674,0.4681291857509769,-0.0012865177538283806,0.44048380949164184,0.27957269242210425,0.38152541546390956,0.4638872821061773,-0.00125154817460822,1.0,0.6892964541563271,0.7497157929924129,0.8653794866176651,0.018281440989580643,0.05019870297782509,,,,0.006018559435031817,0.0021664820140302123,-0.10621374542924686,-0.0041250350004182765,-0.0972410384570595,0.0657523777075356,-0.0808963507579472,0.25674578329799136,0.05282239558679337,,-0.001952996507181284,0.05019870297782509,,0.16152192882521946,0.0449134653926206,-0.014365952544343526,,0.053333551987930265,-0.08267987028435894,-0.08896107501758782,0.18913773927342495,0.006018559435031817,,,,,,,0.04846172861494648,-0.017770991713582148,0.20221084167418324,0.029858920845712993,0.2344527996050118,0.05610686304620508,-0.0023516400798379113,0.017461316443679358,0.13349674590969995,0.180885342683201,0.180081170385951,0.07574032360826007,0.5420200552080546,0.19756936392003538,0.47173612497321715,0.5659184101126247,-0.18455535264134723
